#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
PDE1A	NT5C1A	1851361	1843429	9606.ENSP00000331574	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE6G	GMPR	1851037	1844718	9606.ENSP00000328412	9606.ENSP00000259727	0	0	0	0	0	0	0.900	0	0	0.900
PDE11A	NT5E	1846991	1844535	9606.ENSP00000286063	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
CDK1	PSMA3	1858283	1842599	9606.ENSP00000378699	9606.ENSP00000216455	0	0	0	0	0	0	0.900	0	0	0.900
HPRT1	PDE6A	1847973	1844368	9606.ENSP00000298556	9606.ENSP00000255266	0	0	0	0	0	0	0.900	0	0	0.900
NUDT16	NT5M	1861561	1857785	9606.ENSP00000422375	9606.ENSP00000373674	0	0	0	0	0	0	0.900	0	0	0.900
GUCY1B3	PDE1B	1845543	1843651	9606.ENSP00000264424	9606.ENSP00000243052	0	0	0	0	0	0	0.900	0	0	0.900
PDE6C	NT5C3	1855486	1843615	9606.ENSP00000360502	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
GSTK1	ADH7	1861855	1861470	9606.ENSP00000431049	9606.ENSP00000420269	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE8A	1857785	1849424	9606.ENSP00000373674	9606.ENSP00000311453	0	0	0	0	0	0	0.900	0	0	0.900
GPX8	GSTA5	1861608	1846914	9606.ENSP00000423822	9606.ENSP00000284562	0	0	0	0	0	0	0.900	0	0	0.900
CARM1	CLOCK	1850764	1849105	9606.ENSP00000325690	9606.ENSP00000308741	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE6D	1857785	1847076	9606.ENSP00000373674	9606.ENSP00000287600	0	0	0	0	0	0	0.900	0	0	0.900
PDE6H	NT5E	1845868	1844535	9606.ENSP00000266395	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
ADH7	GSTO2	1861470	1852885	9606.ENSP00000420269	9606.ENSP00000345023	0	0	0	0	0	0	0.900	0	0	0.900
ADH6	GSTA5	1858245	1846914	9606.ENSP00000378359	9606.ENSP00000284562	0	0	0	0	0	0	0.900	0	0	0.900
ADH4	GSTM2	1845763	1843595	9606.ENSP00000265512	9606.ENSP00000241337	0	0	0	0	0	0	0.900	0	0	0.900
PDE6G	NT5C1A	1851037	1843429	9606.ENSP00000328412	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE4B	NT5C3	1851429	1843615	9606.ENSP00000332116	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
NPR2	PDE6G	1852411	1851037	9606.ENSP00000341083	9606.ENSP00000328412	0	0	0	0	0	0	0.900	0	0	0.900
PDE6D	NT5E	1847076	1844535	9606.ENSP00000287600	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
ASPA	GOT2	1845277	1843750	9606.ENSP00000263080	9606.ENSP00000245206	0	0	0	0	0	0	0.900	0	0	0.900
GSTM4	ADH4	1855113	1845763	9606.ENSP00000358851	9606.ENSP00000265512	0	0	0	0	0	0	0.900	0	0	0.900
PDE1C	NT5C1A	1858373	1843429	9606.ENSP00000379496	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE3A	NT5C3	1853786	1843615	9606.ENSP00000351957	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
RARS	glutamic acid	1843297	-100000611	9606.ENSP00000231572	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
GMPR2	NT5C1A	1859676	1843429	9606.ENSP00000392859	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE6G	HPRT1	1851037	1847973	9606.ENSP00000328412	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0	0	0.900
GUCY1A2	PDE6G	1861866	1851037	9606.ENSP00000431245	9606.ENSP00000328412	0	0	0	0	0	0	0.900	0	0	0.900
LPIN1	CCNB1	1844463	1844435	9606.ENSP00000256720	9606.ENSP00000256442	0	0	0	0	0	0	0.900	0.041	0	0.900
NT5C3	ATIC	1843615	1843445	9606.ENSP00000242210	9606.ENSP00000236959	0	0	0	0	0	0	0.900	0	0	0.900
KLK3	KAT7	1849687	1844658	9606.ENSP00000314151	9606.ENSP00000259021	0	0	0	0	0	0	0.900	0	0	0.900
ALDH7A1	SMOX	1859243	1848937	9606.ENSP00000387123	9606.ENSP00000307252	0	0	0	0	0	0	0.900	0	0	0.900
PDE10A	HPRT1	1862089	1847973	9606.ENSP00000438284	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0	0	0.900
PDE3A	ADK	1853786	1847021	9606.ENSP00000351957	9606.ENSP00000286621	0	0	0	0	0	0	0.900	0	0	0.900
GSTA4	ALDH3B2	1855379	1844353	9606.ENSP00000359998	9606.ENSP00000255084	0	0	0	0	0	0	0.900	0	0	0.900
GPX3	GSTA5	1857763	1846914	9606.ENSP00000373477	9606.ENSP00000284562	0	0	0	0	0	0	0.900	0	0	0.900
PDE1C	NT5M	1858373	1857785	9606.ENSP00000379496	9606.ENSP00000373674	0	0	0	0	0	0	0.900	0	0	0.900
GMPR2	NT5M	1859676	1857785	9606.ENSP00000392859	9606.ENSP00000373674	0	0	0	0	0	0	0.900	0	0	0.900
GSTM4	GPX6	1855113	1854158	9606.ENSP00000358851	9606.ENSP00000354581	0	0	0	0	0	0	0.900	0	0	0.900
PDE6D	GUCY2C	1847076	1844851	9606.ENSP00000287600	9606.ENSP00000261170	0	0	0	0	0	0	0.900	0	0	0.900
CNDP2	glutamic acid	1850747	-100000611	9606.ENSP00000325548	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
KITLG	MCM5	1843134	1842548	9606.ENSP00000228280	9606.ENSP00000216122	0	0	0	0	0	0	0.900	0	0	0.900
B4GALT3	FUT6	1850302	1847043	9606.ENSP00000320965	9606.ENSP00000286955	0	0	0	0	0	0	0.900	0	0	0.900
PSMA3	glutamic acid	1842599	-100000611	9606.ENSP00000216455	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
GPX8	GSTA1	1861608	1851878	9606.ENSP00000423822	9606.ENSP00000335620	0	0	0	0	0	0	0.900	0	0	0.900
NUDT16	HPRT1	1861561	1847973	9606.ENSP00000422375	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0	0	0.900
ADH1B	GSTA3	1848863	1842464	9606.ENSP00000306606	9606.ENSP00000211122	0	0	0	0	0	0	0.900	0	0	0.900
PSMA7	LNPEP	1855365	1843286	9606.ENSP00000359910	9606.ENSP00000231368	0	0	0	0	0	0	0.900	0	0	0.900
PDE6B	NT5M	1861473	1857785	9606.ENSP00000420295	9606.ENSP00000373674	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE4B	1857785	1851429	9606.ENSP00000373674	9606.ENSP00000332116	0	0	0	0	0	0	0.900	0	0	0.900
GUCY1A2	PDE6H	1861866	1845868	9606.ENSP00000431245	9606.ENSP00000266395	0	0	0	0	0	0	0.900	0	0	0.900
AGMAT	ABP1	1856387	1854085	9606.ENSP00000364986	9606.ENSP00000354193	0	0	0	0	0	0	0.900	0	0	0.900
NPR1	PDE6G	1854849	1851037	9606.ENSP00000357669	9606.ENSP00000328412	0	0	0	0	0	0	0.900	0	0	0.900
PDE5A	NT5C	1853125	1843767	9606.ENSP00000347046	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
NUDT16	IMPDH1	1861561	1852894	9606.ENSP00000422375	9606.ENSP00000345096	0	0	0	0	0	0	0.900	0	0	0.900
PDE5A	HPRT1	1853125	1847973	9606.ENSP00000347046	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0	0	0.900
PDE6G	GUCY2F	1851037	1842685	9606.ENSP00000328412	9606.ENSP00000218006	0	0	0	0	0	0	0.900	0	0	0.900
ALDH7A1	MAOB	1859243	1856806	9606.ENSP00000387123	9606.ENSP00000367309	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE6A	1857785	1844368	9606.ENSP00000373674	9606.ENSP00000255266	0	0	0	0	0	0	0.900	0	0	0.900
PDE4D	NT5E	1852945	1844535	9606.ENSP00000345502	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
GMPR2	NT5C	1859676	1843767	9606.ENSP00000392859	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
PSMB2	glutamic acid	1855861	-100000611	9606.ENSP00000362334	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
ACPP	FLAD1	1850504	1847337	9606.ENSP00000323036	9606.ENSP00000292180	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE11A	1857785	1846991	9606.ENSP00000373674	9606.ENSP00000286063	0	0	0	0	0	0	0.900	0	0	0.900
GPX6	MGST2	1854158	1845761	9606.ENSP00000354581	9606.ENSP00000265498	0	0	0	0	0	0	0.900	0	0	0.900
PTPRO	KITLG	1846712	1843134	9606.ENSP00000281171	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0	0	0.900
PDE1B	NT5C3	1843651	1843615	9606.ENSP00000243052	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
GMPR2	PDE6G	1859676	1851037	9606.ENSP00000392859	9606.ENSP00000328412	0	0	0	0	0	0	0.900	0	0	0.900
PSMA7	glutamic acid	1855365	-100000611	9606.ENSP00000359910	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
GMPR	NT5C	1844718	1843767	9606.ENSP00000259727	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
PDE11A	NT5C3	1846991	1843615	9606.ENSP00000286063	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
NPEPPS	PSMA3	1850234	1842599	9606.ENSP00000320324	9606.ENSP00000216455	0	0	0	0	0	0	0.900	0.047	0	0.900
GNAT3	PDE1B	1858594	1843651	9606.ENSP00000381339	9606.ENSP00000243052	0	0	0	0	0	0	0.900	0	0	0.900
IMPDH2	NT5C1A	1850365	1843429	9606.ENSP00000321584	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE7A	NT5E	1859054	1844535	9606.ENSP00000385632	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
GMPR2	PDE6D	1859676	1847076	9606.ENSP00000392859	9606.ENSP00000287600	0	0	0	0	0	0	0.900	0	0	0.900
PDE7B	NT5C3	1849328	1843615	9606.ENSP00000310661	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
TPP2	glutamic acid	1856427	-100000611	9606.ENSP00000365233	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
TRAF1	SRC	1856007	1853652	9606.ENSP00000362994	9606.ENSP00000350941	0	0	0	0	0	0.863	0	0.305	0	0.900
GSTM4	ADH5	1855113	1847722	9606.ENSP00000358851	9606.ENSP00000296412	0	0	0	0	0	0	0.900	0	0	0.900
PDE2A	HPRT1	1851777	1847973	9606.ENSP00000334910	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0	0	0.900
PSMA4	glutamic acid	1842214	-100000611	9606.ENSP00000044462	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
PDE4C	NT5E	1853199	1844535	9606.ENSP00000347689	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
PDE8A	NT5C1A	1849424	1843429	9606.ENSP00000311453	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE1B	NT5C1A	1843651	1843429	9606.ENSP00000243052	9606.ENSP00000235628	0	0	0	0	0	0	0.900	0	0	0.900
PDE9A	NT5C	1847290	1843767	9606.ENSP00000291539	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
ACE2	CTSZ	1844133	1842640	9606.ENSP00000252519	9606.ENSP00000217131	0	0	0	0	0	0	0.900	0	0	0.900
AKR1B10	LRAT	1853869	1851974	9606.ENSP00000352584	9606.ENSP00000337224	0	0	0	0	0	0	0.900	0	0	0.900
NQO1	GGCX	1850182	1843370	9606.ENSP00000319788	9606.ENSP00000233838	0	0	0	0	0	0	0.900	0	0	0.900
GPX1	ALOX15	1860659	1847434	9606.ENSP00000407375	9606.ENSP00000293761	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE3A	1857785	1853786	9606.ENSP00000373674	9606.ENSP00000351957	0	0	0	0	0	0	0.900	0	0	0.900
NPR1	PDE6H	1854849	1845868	9606.ENSP00000357669	9606.ENSP00000266395	0	0	0	0	0	0	0.900	0	0	0.900
PDE2A	NT5C	1851777	1843767	9606.ENSP00000334910	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
CDK2	PSMA3	1845906	1842599	9606.ENSP00000266970	9606.ENSP00000216455	0	0	0	0	0	0	0.900	0	0	0.900
PDE9A	NT5C3	1847290	1843615	9606.ENSP00000291539	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
B4GALT1	GALT	1857087	1856937	9606.ENSP00000369055	9606.ENSP00000368119	0	0	0	0	0	0	0.900	0	0	0.900
TXNRD1	CARM1	1861975	1850764	9606.ENSP00000434516	9606.ENSP00000325690	0	0	0	0	0	0	0.900	0	0	0.900
PSMB4	glutamic acid	1847239	-100000611	9606.ENSP00000290541	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
PDE6B	NT5C3	1861473	1843615	9606.ENSP00000420295	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
GSTM4	ALDH3B2	1855113	1844353	9606.ENSP00000358851	9606.ENSP00000255084	0	0	0	0	0	0	0.900	0	0	0.900
IMPDH2	NT5C	1850365	1843767	9606.ENSP00000321584	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
GPX6	GSTA3	1854158	1842464	9606.ENSP00000354581	9606.ENSP00000211122	0	0	0	0	0	0	0.900	0	0	0.900
SMOX	ALDH3B2	1848937	1844353	9606.ENSP00000307252	9606.ENSP00000255084	0	0	0	0	0	0	0.900	0	0	0.900
GPX6	GSTM2	1854158	1843595	9606.ENSP00000354581	9606.ENSP00000241337	0	0	0	0	0	0	0.900	0	0	0.900
PDE1C	ADK	1858373	1847021	9606.ENSP00000379496	9606.ENSP00000286621	0	0	0	0	0	0	0.900	0	0	0.900
SMOX	ALDH3A1	1848937	1843050	9606.ENSP00000307252	9606.ENSP00000225740	0	0	0	0	0	0	0.900	0	0	0.900
DCTPP1	NT5C3	1850456	1843615	9606.ENSP00000322524	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
TACR3	lauric acid	1848519	-100003893	9606.ENSP00000303325	-1.CID100003893	0	0	0	0	0	0	0.900	0	0	0.900
IDO2	AANAT	1862252	1844016	9606.ENSP00000443432	9606.ENSP00000250615	0	0	0	0	0	0	0.900	0	0	0.900
PDE6G	NT5E	1851037	1844535	9606.ENSP00000328412	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
PYCR1	P4HA1	1851083	1845365	9606.ENSP00000328858	9606.ENSP00000263556	0	0	0	0	0	0	0.900	0	0	0.900
ADK	PDE11A	1847021	1846991	9606.ENSP00000286621	9606.ENSP00000286063	0	0	0	0	0	0	0.900	0	0	0.900
PDE6A	NT5C3	1844368	1843615	9606.ENSP00000255266	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
GPX8	ALOX15	1861608	1847434	9606.ENSP00000423822	9606.ENSP00000293761	0	0	0	0	0	0	0.900	0	0	0.900
PHOSPHO2	PNPO	1853896	1843033	9606.ENSP00000352782	9606.ENSP00000225573	0	0	0	0	0	0	0.900	0	0	0.900
MCM3	KITLG	1843226	1843134	9606.ENSP00000229854	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0	0	0.900
LNPEP	glutamic acid	1843286	-100000611	9606.ENSP00000231368	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
CMPK1	deoxyuridine t.	1855566	-100000689	9606.ENSP00000360939	-1.CID100000689	0	0	0	0	0	0	0.900	0	0	0.900
GPX7	GSTA1	1854188	1851878	9606.ENSP00000354677	9606.ENSP00000335620	0	0	0	0	0	0	0.900	0	0	0.900
PDE6D	NT5C3	1847076	1843615	9606.ENSP00000287600	9606.ENSP00000242210	0	0	0	0	0	0	0.900	0	0	0.900
NTPCR	PKM	1854414	1850212	9606.ENSP00000355587	9606.ENSP00000320171	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	deoxyuridine t.	-100000611	-100000689	-1.CID100000611	-1.CID100000689	0	0	0	0	0	0	0.900	0	0	0.900
GPX8	GSTM4	1861608	1855113	9606.ENSP00000423822	9606.ENSP00000358851	0	0	0	0	0	0	0.900	0	0	0.900
PDE6C	NT5E	1855486	1844535	9606.ENSP00000360502	9606.ENSP00000257770	0	0	0	0	0	0	0.900	0	0	0.900
ADH6	GSTO2	1858245	1852885	9606.ENSP00000378359	9606.ENSP00000345023	0	0	0	0	0	0	0.900	0	0	0.900
CASP8	KLK3	1853692	1849687	9606.ENSP00000351273	9606.ENSP00000314151	0	0	0	0	0	0	0.900	0	0	0.900
IMPDH1	NT5C	1852894	1843767	9606.ENSP00000345096	9606.ENSP00000245552	0	0	0	0	0	0	0.900	0	0	0.900
NT5M	PDE6C	1857785	1855486	9606.ENSP00000373674	9606.ENSP00000360502	0	0	0	0	0	0	0.900	0	0	0.900
GSTO2	ADH5	1852885	1847722	9606.ENSP00000345023	9606.ENSP00000296412	0	0	0	0	0	0	0.900	0	0	0.900
ADH4	ALDH2	1845763	1844978	9606.ENSP00000265512	9606.ENSP00000261733	0	0	0	0	0	0	0	0.899	0	0.899
MARS2	LARS2	1846779	1845767	9606.ENSP00000282276	9606.ENSP00000265537	0	0	0	0	0.266	0	0	0.868	0	0.899
MAP3K2	staurosporine	1852699	-100005279	9606.ENSP00000343463	-1.CID100005279	0	0	0	0	0	0.899	0	0	0	0.899
TRAF1	CASP3	1856007	1849375	9606.ENSP00000362994	9606.ENSP00000311032	0	0	0	0	0	0.857	0	0.325	0	0.899
GRK1	staurosporine	1851775	-100005279	9606.ENSP00000334876	-1.CID100005279	0	0	0	0	0	0.899	0	0	0	0.899
FECH	CPOX	1857583	1845499	9606.ENSP00000372326	9606.ENSP00000264193	0.116	0	0	0	0.114	0	0	0.882	0	0.899
GRK7	staurosporine	1845651	-100005279	9606.ENSP00000264952	-1.CID100005279	0	0	0	0	0	0.899	0	0	0	0.899
TNK2	staurosporine	1857453	-100005279	9606.ENSP00000371341	-1.CID100005279	0	0	0	0	0	0.898	0	0	0	0.898
YARS	SARS	1855915	1843407	9606.ENSP00000362576	9606.ENSP00000234677	0	0	0	0	0.524	0	0	0.795	0	0.898
PTK2B	staurosporine	1851525	-100005279	9606.ENSP00000332816	-1.CID100005279	0	0	0	0	0	0.898	0	0	0	0.898
IDH3A	GOT2	1848074	1843750	9606.ENSP00000299518	9606.ENSP00000245206	0	0	0	0	0.080	0	0.800	0.490	0	0.898
PFKM	ENO4	1852972	1852949	9606.ENSP00000345771	9606.ENSP00000345555	0.193	0	0	0	0.736	0	0	0.557	0	0.897
OGT	EOGT	1855977	1847588	9606.ENSP00000362824	9606.ENSP00000295571	0	0	0	0	0	0	0.800	0.508	0	0.897
SARS	RARS	1843407	1843297	9606.ENSP00000234677	9606.ENSP00000231572	0.213	0	0	0	0.112	0	0	0.864	0	0.897
G6PD	PKM	1858108	1850212	9606.ENSP00000377192	9606.ENSP00000320171	0.079	0	0	0	0.070	0	0.800	0.471	0	0.897
ENO3	TKTL2	1850612	1846677	9606.ENSP00000324105	9606.ENSP00000280605	0	0	0	0	0.289	0	0.800	0.336	0	0.897
PDE5A	MYH14	1853125	1845102	9606.ENSP00000347046	9606.ENSP00000262269	0	0	0	0	0.182	0	0	0.879	0	0.896
SARS2	YARS	1864854	1855915	9606.ENSP00000472847	9606.ENSP00000362576	0	0	0	0	0.524	0	0	0.791	0	0.896
CARS	MARS	1857239	1845042	9606.ENSP00000369897	9606.ENSP00000262027	0	0	0	0	0.485	0	0	0.807	0	0.896
PDHA1	TKTL2	1857098	1846677	9606.ENSP00000369134	9606.ENSP00000280605	0	0	0	0	0.091	0	0.800	0.476	0	0.896
MAP2K5	staurosporine	1842333	-100005279	9606.ENSP00000178640	-1.CID100005279	0	0	0	0	0	0.896	0	0	0	0.896
MAP2K6	staurosporine	1864007	-100005279	9606.ENSP00000468348	-1.CID100005279	0	0	0	0	0	0.896	0	0	0	0.896
ALDH7A1	ASNS	1859243	1842325	9606.ENSP00000387123	9606.ENSP00000175506	0	0	0	0	0	0.462	0.800	0.109	0	0.895
LIG1	MCM5	1845325	1842548	9606.ENSP00000263274	9606.ENSP00000216122	0	0	0	0	0.872	0	0	0.219	0	0.895
G6PD	HKDC1	1858108	1853078	9606.ENSP00000377192	9606.ENSP00000346643	0	0	0	0	0.070	0	0.800	0.484	0	0.895
IDH3A	GLUD1	1848074	1846542	9606.ENSP00000299518	9606.ENSP00000277865	0	0	0	0	0.112	0	0.800	0.453	0	0.894
MAP2K3	staurosporine	1852893	-100005279	9606.ENSP00000345083	-1.CID100005279	0	0	0	0	0	0.893	0	0	0	0.893
PFKP	ENO4	1857335	1852949	9606.ENSP00000370517	9606.ENSP00000345555	0.193	0	0	0	0.736	0	0	0.541	0	0.893
MAP3K3	staurosporine	1854258	-100005279	9606.ENSP00000354927	-1.CID100005279	0	0	0	0	0	0.893	0	0	0	0.893
BPGM	ALDOC	1852543	1843081	9606.ENSP00000342032	9606.ENSP00000226253	0	0	0	0	0.114	0.075	0.800	0.426	0	0.893
ENO4	PFKL	1852949	1846114	9606.ENSP00000345555	9606.ENSP00000269848	0.193	0	0	0	0.736	0	0	0.541	0	0.893
BACE1	MMP2	1850057	1842719	9606.ENSP00000318585	9606.ENSP00000219070	0	0	0	0	0	0.873	0	0.191	0	0.892
IDH3B	GLUD1	1857292	1846542	9606.ENSP00000370223	9606.ENSP00000277865	0	0	0	0	0.100	0	0.800	0.452	0	0.892
HDAC2	HDAC4	1861837	1845573	9606.ENSP00000430432	9606.ENSP00000264606	0	0	0	0.657	0	0.458	0.720	0.928	0	0.891
MTHFD1	DMGDH	1862707	1844361	9606.ENSP00000450560	9606.ENSP00000255189	0.284	0	0	0	0.431	0	0	0.755	0	0.891
EPRS	FARS2	1854472	1846404	9606.ENSP00000355890	9606.ENSP00000274680	0.105	0	0	0	0.663	0	0	0.669	0	0.891
HDAC8	KAT2B	1855938	1845408	9606.ENSP00000362674	9606.ENSP00000263754	0	0	0	0	0.094	0.359	0	0.828	0	0.891
CCNC	CDK3	1861768	1860200	9606.ENSP00000428982	9606.ENSP00000400088	0	0	0	0	0	0.692	0	0.661	0	0.891
HDAC1	HDAC4	1855935	1845573	9606.ENSP00000362649	9606.ENSP00000264606	0	0	0	0.657	0	0.458	0.720	0.921	0	0.891
YARS	KARS	1855915	1850738	9606.ENSP00000362576	9606.ENSP00000325448	0.087	0	0	0	0.382	0	0	0.823	0	0.891
SULT1A3	p-nitrophenol	1852723	-100000980	9606.ENSP00000343645	-1.CID100000980	0	0	0	0	0	0	0.700	0.646	0	0.890
CDK3	LIG1	1860200	1845325	9606.ENSP00000400088	9606.ENSP00000263274	0	0	0	0	0.382	0.233	0	0.786	0	0.890
DNM2	CDK2	1853228	1845906	9606.ENSP00000347890	9606.ENSP00000266970	0	0	0	0	0	0	0	0.889	0	0.889
NOS3	CDK16	1847875	1846467	9606.ENSP00000297494	9606.ENSP00000276052	0	0	0	0	0	0	0	0.889	0	0.889
TOP2A	HDAC1	1860923	1855935	9606.ENSP00000411532	9606.ENSP00000362649	0.208	0	0	0	0.113	0.808	0	0.267	0	0.888
TYMS	MCM5	1849803	1842548	9606.ENSP00000315644	9606.ENSP00000216122	0	0	0	0	0.867	0	0	0.193	0	0.888
RARS2	WARS2	1855052	1843427	9606.ENSP00000358549	9606.ENSP00000235521	0.123	0	0	0	0.141	0	0	0.864	0	0.888
MARS	SARS	1845042	1843407	9606.ENSP00000262027	9606.ENSP00000234677	0	0	0	0	0.422	0	0	0.815	0	0.888
MARS2	WARS2	1846779	1843427	9606.ENSP00000282276	9606.ENSP00000235521	0.070	0	0	0	0.135	0	0	0.871	0	0.888
PBK	staurosporine	1848348	-100005279	9606.ENSP00000301905	-1.CID100005279	0	0	0	0	0	0.886	0	0	0	0.887
RARS2	LARS2	1855052	1845767	9606.ENSP00000358549	9606.ENSP00000265537	0	0	0	0	0.181	0	0	0.868	0	0.887
MTHFD1L	ATIC	1854567	1843445	9606.ENSP00000356290	9606.ENSP00000236959	0.454	0	0	0	0.430	0	0	0.668	0	0.887
MYLK2	staurosporine	1856415	-100005279	9606.ENSP00000365152	-1.CID100005279	0	0	0	0	0	0.887	0	0	0	0.887
GLUD1	ASNS	1846542	1842325	9606.ENSP00000277865	9606.ENSP00000175506	0	0	0	0	0.085	0	0.800	0.435	0	0.887
ALDOB	BPGM	1856191	1852543	9606.ENSP00000363988	9606.ENSP00000342032	0	0	0	0	0.114	0.075	0.800	0.393	0	0.887
KLC1	KIF3B	1861128	1856366	9606.ENSP00000414982	9606.ENSP00000364864	0	0	0	0	0	0.300	0	0.845	0	0.887
HSP90AA1	CDK2	1851814	1845906	9606.ENSP00000335153	9606.ENSP00000266970	0	0	0	0	0	0.655	0	0.687	0	0.887
MARS	WARS2	1845042	1843427	9606.ENSP00000262027	9606.ENSP00000235521	0.070	0	0	0	0.135	0	0	0.869	0	0.886
HDAC2	HDAC7	1861837	1842249	9606.ENSP00000430432	9606.ENSP00000080059	0	0	0	0.658	0	0.756	0.360	0.880	0	0.886
PPP2R2B	PPP4C	1851897	1846630	9606.ENSP00000336591	9606.ENSP00000279387	0	0	0	0	0	0.730	0.360	0.396	0	0.886
HSD3B2	HSD17B7	1855019	1844300	9606.ENSP00000358424	9606.ENSP00000254521	0	0	0	0	0.088	0.662	0	0.657	0	0.885
MAP2K2	staurosporine	1845250	-100005279	9606.ENSP00000262948	-1.CID100005279	0	0	0	0	0	0.884	0	0	0	0.884
NOS3	PAPSS1	1847875	1845706	9606.ENSP00000297494	9606.ENSP00000265174	0.201	0	0	0	0.740	0	0	0.485	0	0.883
PAPSS2	NOS2	1860582	1850906	9606.ENSP00000406157	9606.ENSP00000327251	0.201	0	0	0	0.740	0	0	0.485	0	0.883
PAPSS2	MTRR	1860582	1845590	9606.ENSP00000406157	9606.ENSP00000264668	0.201	0	0	0	0.740	0	0	0.485	0	0.883
PAPSS2	NOS3	1860582	1847875	9606.ENSP00000406157	9606.ENSP00000297494	0.201	0	0	0	0.740	0	0	0.485	0	0.883
NOS2	PAPSS1	1850906	1845706	9606.ENSP00000327251	9606.ENSP00000265174	0.201	0	0	0	0.740	0	0	0.485	0	0.883
SRC	FURIN	1853652	1846002	9606.ENSP00000350941	9606.ENSP00000268171	0	0	0	0	0	0.075	0	0.878	0	0.883
NOS1	PAPSS1	1852004	1845706	9606.ENSP00000337459	9606.ENSP00000265174	0.201	0	0	0	0.740	0	0	0.485	0	0.883
ACY1	ASPA	1858928	1845277	9606.ENSP00000384296	9606.ENSP00000263080	0	0	0	0	0	0	0	0.883	0	0.883
PAPSS2	NOS1	1860582	1852004	9606.ENSP00000406157	9606.ENSP00000337459	0.201	0	0	0	0.740	0	0	0.485	0	0.883
YARS	WARS	1855915	1853177	9606.ENSP00000362576	9606.ENSP00000347495	0.117	0	0	0	0.390	0	0	0.800	0	0.883
SHMT2	SHMT1	1851612	1850087	9606.ENSP00000333667	9606.ENSP00000318868	0	0	0.527	0.971	0.089	0.389	0.800	0.912	0	0.883
